osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_hombres,tasa_desocupacion_mujeres,tasa_subocupacion_horaria,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_en_ciudad,porc_superficie_en_ciudad,razon_varones_por_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_poblacion_nacida_en_ciudad,Tasa global de fecundidad (hijos/as por mujer)1 ,Tasa de mortalidad infantil (por mil nacidos/as vivos/as) 1 ,Tasa bruta de natalidad (por mil) (2023) ,Tasa bruta de mortalidad (por mil) (2023) ,tasa_crecimiento_vegetativo_2023_por_mil,porc_mujeres_14mas_sin_hijos,porc_mujeres_14mas_con_1o2_hijos,Porcentaje de mujeres de 14 años y más que tuvieron más de 2 hijos/as,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_14mas_unida,porc_hogares_familiares,porc_hogares_no_familiares,_name_norm,chain_count,is_chain,regex_label,manual_label,unified_label
node,2288555040,amenity,restaurant,Black & White,-34.5983463,-58.3727198,,,,,,,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,black & white,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2301401777,amenity,bar,El Marquee,-34.5973981,-58.4351688,Avenida Raúl Scalabrini Ortiz,666,,,,,,,VILLA CRESPO,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,el marquee,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2322582296,amenity,cafe,Starbucks,-34.5548239,-58.4495541,Avenida Del Libertador,6200,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,"Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00",,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,starbucks,83,True,Anglophone,,Anglophone
node,2330159290,amenity,restaurant,Kentucky,-34.6099393,-58.4005693,Avenida Rivadavia,,,,,pizza,,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,kentucky,15,True,Anglophone,,Anglophone
node,2344998492,amenity,bar,Dark Bar,-34.6090476,-58.3793581,,,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,dark bar,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2361025324,amenity,bar,Downtown Matias,-34.5672576,-58.463383,Echeverría,3195,,,https://lacartaqr.com.ar/downtownmatias/idioma5g.php,,09:00-01:00,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,downtown matias,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2364859365,amenity,bar,The Oldest,-34.6172849,-58.435369,,,,,,,,,CABALLITO,6.0,883031.0,"13,4a",14.4,63.1,60.6,"4,0b", ---,"4,9b","6,5a",23.4,"18,5a","185,964",6.9,26951.0,6.0,3.4,84.8,41.3,17.1,63.7,19.2,69.9,0.9,4.1,6.0,9.7,-3.8,40.4,47.6,12.0,2.0,45.0,49.6,54.2,45.8,the oldest,2,False,Anglophone,,Anglophone
node,2366184711,amenity,cafe,Starbucks,-34.5908132,-58.4004978,Avenida Pueyrredón,1761,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,"Mo-Fr 07:00-21:00; Sa,Su 08:00-21:00",,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,starbucks,83,True,Anglophone,,Anglophone
node,2386495800,amenity,cafe,Mc Nor,-34.5835055,-58.4131479,Juncal,3599,,,,burger,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,mc nor,2,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2397658437,amenity,cafe,Cigar Point,-34.5534868,-58.464214,,,,,,,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,cigar point,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2403047986,amenity,cafe,Starbucks,-34.5765955,-58.4830146,Avenida Triunvirato,4402,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,"Mo-Fr 07:00-22:00; Sa,Su 08:00-22:00",,VILLA URQUIZA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,starbucks,83,True,Anglophone,,Anglophone
node,2405697296,amenity,cinema,Showcase Cinemas,-34.5535197,-58.4532527,Monroe,1655,Showcase Cinemas,,http://www.todoshowcase.com/,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,showcase cinemas,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2448333883,amenity,cafe,New Coffe,-34.5535288,-58.4648173,Avenida Cabildo,3102,,,,coffee_shop,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,new coffe,1,False,Anglophone,,Anglophone
node,2470337110,amenity,restaurant,Tucson,-34.5473869,-58.4653988,Arcos,3630,,,http://www.tucsonrestaurante.com.ar/,american,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,tucson,2,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2472971037,amenity,restaurant,Zoom Resto-Bar,-34.6160583,-58.3710314,,,,,,,,,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,zoom resto-bar,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2533704008,amenity,cafe,Starbucks,-34.5460471,-58.4885486,Vedia,3626,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,"Mo-Th,Su 10:00-24:00; Fr,Sa 10:00-02:00",,SAAVEDRA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,starbucks,83,True,Anglophone,,Anglophone
node,2620216029,amenity,cafe,Coffee town,-34.6192881,-58.3726074,,,,,http://www.coffeetownargentina.com/,,,,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,coffee town,1,False,Anglophone,,Anglophone
node,2634623765,amenity,pub,El Surtidor Beer House,-34.5856124,-58.4310031,Costa Rica,5198,,,,,"Mo 00:00-03:00; Tu 17:30-24:00; We-Fr 00:00-01:00,17:30-24:00; Sa,Su 00:00-03:00,17:30-24:00",,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,el surtidor beer house,1,False,Anglophone,,Anglophone
node,2676843681,amenity,cafe,Mandarina's Café,-34.5443659,-58.467308,,,,,,,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,mandarina's cafe,1,False,Anglophone,,Anglophone
node,2704745799,amenity,restaurant,Kentucky,-34.5787724,-58.4255448,Avenida Santa Fe,4602,,,https://kentucky.com.ar/,pizza;empanada,"Mo-Th 06:00-02:00, Fr-Sa 00:00-24:00, Su 06:00-02:00",,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,kentucky,15,True,Anglophone,,Anglophone
node,2704857244,amenity,restaurant,Dandy,-34.5949469,-58.3786665,Avenida Santa Fe,801,,,,,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,dandy,5,True,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,2722427892,amenity,cafe,Pride Café,-34.6178752,-58.3702855,Balcarce,869,,,,,,,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,pride cafe,1,False,Anglophone,,Anglophone
node,2746524092,amenity,restaurant,Mora House,-34.5554314,-58.4566741,O'Higgins,2573,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,mora house,1,False,Anglophone,,Anglophone
node,2791239050,amenity,cafe,Starbucks,-34.5809342,-58.4105232,Cabello,3602,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,Mo-Su 07:00-22:00,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,starbucks,83,True,Anglophone,,Anglophone
node,2791606749,amenity,cafe,Starbucks,-34.5778443,-58.4062332,Jerónimo Salguero,2994,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,Mo-Sa 08:00-21:00; Su 09:00-21:00,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,starbucks,83,True,Anglophone,,Anglophone
node,2795804339,amenity,restaurant,Kentucky,-34.5942523,-58.4197026,Avenida Honduras,4002,,,,argentinian;pizza,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,kentucky,15,True,Anglophone,,Anglophone
node,2873898915,amenity,cafe,The Coffee Store,-34.6150944,-58.4272879,Avenida Hipólito Yrigoyen,,,,https://thecoffeestore.com/,,,,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,the coffee store,13,True,Anglophone,,Anglophone
node,2906569036,amenity,cafe,Starbucks,-34.6106599,-58.3624959,Juana Manso,1107,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,Mo-Th 08:00-22:00; Fr 08:00-23:00; Sa 09:00-24:00; Su 09:00-23:00,,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,starbucks,83,True,Anglophone,,Anglophone
node,2920151701,amenity,cafe,The Coffee Store,-34.5626031,-58.473786,,,,,,,,,COGHLAN,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,the coffee store,13,True,Anglophone,,Anglophone
node,2924016001,amenity,cafe,Coffee Haus,-34.6072404,-58.375357,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,coffee haus,1,False,Anglophone,,Anglophone
node,2958755070,amenity,bar,Johnny B. Good,-34.6060489,-58.3665685,Avenida Alicia Moreau de Justo,740,,,https://jbgood.com/,american,,,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,johnny b. good,1,False,Anglophone,,Anglophone
node,2969577079,amenity,cafe,Go in!,-34.5905741,-58.4037252,Laprida,1672,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,go in!,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,3003582623,amenity,cafe,Green Eat,-34.5653126,-58.4533501,Avenida Cabildo,1721,,Inside TC S.A.,,,"Mo, Tu 07:30-22:00; We-Fr 07:30-23:00; Sa 08:00-23:00",,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,green eat,3,False,Anglophone,,Anglophone
node,3005749705,amenity,bar,Sports n' Rock Bar,-34.5969277,-58.373184,Reconquista,936,,,,,Mo-We 11:00-24:00; Th-Fr 11:00-03:00; Sa 19:00-03:00,Powered by Bitpagos,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,sports n' rock bar,1,False,Folklore y cultura local argentina,,Anglophone
node,3005757395,amenity,restaurant,Whoopies,-34.5960451,-58.3708103,Avenida Eduardo Madero,1020,,,,,Mo-Fr 08:00-20:00,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,whoopies,5,True,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,3011524472,amenity,restaurant,SUBWAY Reconquista,-34.596993,-58.3731649,Reconquista,934,,,,sandwich,"Mo-We 08:00-22:00, Th-Fr 08:00-03:00, Sa 11:00-22:00",Powered by Bitpagos,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,subway reconquista,1,False,Anglophone,,Anglophone
node,3051189123,amenity,restaurant,The Brothers,-34.6354128,-58.4892017,Avenida Rivadavia,8899,,,,pizza,,,VELEZ SARSFIELD,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,13560.0,5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8,the brothers,1,False,Anglophone,,Anglophone
node,3059902733,amenity,cafe,Be Juice,-34.5886584,-58.3985508,Barrientos,1586,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,be juice,1,False,Anglophone,,Anglophone
node,3068321566,amenity,restaurant,Tucson,-34.545856,-58.4878114,,,,,https://www.tucsonrestaurante.com.ar,american,,,SAAVEDRA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,tucson,2,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,3080522720,amenity,cafe,LAB New American Cuisine & Coffee Shop,-34.586002,-58.436885,Humboldt,1554,,,http://www.labcafe.com.ar/,coffee_shop,Mo-Fr 08:00-20:00; Sa 10:00-20:00,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,lab new american cuisine & coffee shop,1,False,Anglophone,,Anglophone
node,3091645169,amenity,cafe,Starbucks,-34.5997149,-58.4006001,Avenida Córdoba,2348,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,Mo-Fr 07:00-21:00,,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,starbucks,83,True,Anglophone,,Anglophone
node,3101216711,amenity,cafe,Starbucks,-34.6125579,-58.3748117,Avenida Belgrano,601,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,Mo-Fr 07:00-21:00; Su 13:00-20:00,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,starbucks,83,True,Anglophone,,Anglophone
node,3153491961,amenity,restaurant,Pablin's,-34.5969548,-58.4063469,Paraguay,2699,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,pablin's,1,False,Anglophone,,Anglophone
node,3173366465,amenity,pub,Post Street Bar,-34.5862315,-58.4281608,Thames,1885,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,post street bar,1,False,Sin motivo claro / nombre genérico,Anglophone,Anglophone
node,3174759864,amenity,bar,The Temple Bar,-34.5965196,-58.3805144,Marcelo T. de Alvear,,,,,,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,the temple bar,3,False,Anglophone,,Anglophone
node,3176053375,amenity,restaurant,California Buffet Company,-34.5968135,-58.3811732,,,,,,,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,california buffet company,1,False,Anglophone,,Anglophone
node,3179550393,amenity,cafe,Starbucks,-34.610741,-58.3660725,Avenida Alicia Moreau de Justo,1130,Starbucks,,https://www.starbucks.com.ar/,coffee_shop,,,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,starbucks,83,True,Anglophone,,Anglophone
node,3179550399,amenity,restaurant,TGI Friday's,-34.609481,-58.3661084,Avenida Alicia Moreau de Justo,1010,TGI Friday's,,http://www.tgifridaysargentina.com.ar/,american,"Su-Th 12:00-24:00; Fr,Sa 12:00-01:00",,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,tgi friday's,2,False,Anglophone,,Anglophone
node,3179599567,amenity,restaurant,Bar Bulldog,-34.6075794,-58.3663104,Avenida Alicia Moreau de Justo,846,,,https://www.facebook.com/bulldogbargrill/,,,,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,bar bulldog,1,False,Sin motivo claro / nombre genérico,Animales y naturaleza (neutral),Anglophone
node,3180535294,amenity,restaurant,Happening,-34.6023993,-58.3668835,,,,,,,,,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,happening,1,False,Anglophone,,Anglophone
