osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_hombres,tasa_desocupacion_mujeres,tasa_subocupacion_horaria,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_en_ciudad,porc_superficie_en_ciudad,razon_varones_por_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_poblacion_nacida_en_ciudad,Tasa global de fecundidad (hijos/as por mujer)1 ,Tasa de mortalidad infantil (por mil nacidos/as vivos/as) 1 ,Tasa bruta de natalidad (por mil) (2023) ,Tasa bruta de mortalidad (por mil) (2023) ,tasa_crecimiento_vegetativo_2023_por_mil,porc_mujeres_14mas_sin_hijos,porc_mujeres_14mas_con_1o2_hijos,Porcentaje de mujeres de 14 años y más que tuvieron más de 2 hijos/as,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_14mas_unida,porc_hogares_familiares,porc_hogares_no_familiares,_name_norm,chain_count,is_chain,regex_label,manual_label,unified_label
node,5005931347,amenity,restaurant,Fredy,-34.6194123,-58.364924,,,,,,,,parrilla,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,fredy,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5010431921,amenity,restaurant,Santorino,-34.5842922,-58.4378894,Gorriti,5675,,,http://SantorinoMilanesas.com,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,santorino,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5057375689,amenity,restaurant,Carne,-34.5895883,-58.3982695,Larrea,1535,,,,burger,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,carne,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5060383021,amenity,restaurant,DOGG,-34.6004529,-58.3739658,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,dogg,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5065168976,amenity,restaurant,833 Casa de Comidas,-34.5689362,-58.4367695,Avenida Luis María Campos,833,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,833 casa de comidas,1,False,Personal / familiar,,Sin motivo claro / nombre genérico
node,5067720933,amenity,restaurant,Las Pizarras,-34.5830981,-58.4242905,Thames,2296,,,,,Tu-Su 19:00-23:30; Mo off,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,las pizarras,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5067721621,amenity,cafe,Gran Dabbang,-34.591114,-58.4255276,Avenida Raúl Scalabrini Ortiz,1543,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,gran dabbang,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5080422687,amenity,cafe,Estación Versalles,-34.6285029,-58.523739,,,,,,,,,VERSALLES,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,13560.0,5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8,estacion versalles,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5093761008,amenity,cafe,E. Lamar Café,-34.6037615,-58.5013678,,,,,,,,,VILLA DEL PARQUE,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,e. lamar cafe,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5104156221,amenity,restaurant,Fervor,-34.5873455,-58.3872619,Posadas,1519,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,fervor,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5127550820,amenity,pub,Elote,-34.5856617,-58.4499506,Avenida Jorge Newbery,3791,,,,mexican,"Tu-Fr 12:30-16:00,19:00-24:00; Sa-Su 19:00-24:00",,CHACARITA,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,elote,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5135585138,amenity,nightclub,Barfly,-34.5568731,-58.4482641,,,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,barfly,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5158797512,amenity,cafe,Establecimiento General de Café,-34.6039829,-58.3886567,Avenida Corrientes,1543,,,https://establecimientocafe.com.ar/,,Mo-Su 09:00-23:00,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,establecimiento general de cafe,6,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5158797514,amenity,cafe,Establecimiento General de Café,-34.6009306,-58.3724937,Reconquista,591,,,https://establecimientocafe.com.ar/,,Mo-Fr 08:00-20:30,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,establecimiento general de cafe,6,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5158797515,amenity,cafe,Establecimiento General de Café,-34.5931003,-58.4015474,Avenida Pueyrredón,1529,,,https://establecimientocafe.com.ar/,,Mo-Fr 08:00-20:00; Sa 09:00-19:00,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,establecimiento general de cafe,6,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5169208722,amenity,theatre,Teatro Ciego,-34.5861411,-58.426426,,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,teatro ciego,1,False,Anglophone,,Sin motivo claro / nombre genérico
node,5169940322,amenity,theatre,Teatro ciego (abasto),-34.6019011,-58.4083837,Zelaya,3600,,,https://teatrociego.org/,,"Mo-Tu, Th 16:00-22:00; We, Fr-Su 15:00-22:00",,BALVANERA,3.0,685561.0,25.7,32.3,63.7,59.9,"5,9a","5,2b","6,8b","9,4a",19.8,26.9,"193,790",6.4,30280.0,6.3,3.1,90.1,39.2,17.4,65.8,16.8,50.5,1.1,8.2,7.7,9.7,-2.0,38.2,42.5,19.3,2.2,41.3,48.0,57.7,42.3,teatro ciego (abasto),1,False,Folklore y cultura local argentina,,Sin motivo claro / nombre genérico
node,5178980321,amenity,nightclub,Amerika,-34.5982211,-58.4235423,Gascón,1040,,,,,,,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,amerika,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5194880422,amenity,restaurant,Templar,-34.6041095,-58.3710996,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,templar,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5200889821,amenity,restaurant,El Rinconcito,-34.6383934,-58.3623496,Del Valle Iberlucea,1166,,,,,,,BOCA,4.0,573468.0,32.2,40.7,59.9,54.3,"9,3a","7,6a","11,3a","11,9a",21.1,32.5,"241,096",22.7,10621.0,7.8,11.0,92.7,35.0,24.3,62.3,13.4,64.3,1.3,5.7,8.5,8.3,0.2,29.5,41.5,29.0,2.6,31.3,43.1,68.3,31.7,el rinconcito,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5201104924,amenity,bar,La Barra,-34.598803,-58.3740889,Avenida Córdoba,484,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,la barra,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5214401522,amenity,restaurant,Filo,-34.596376,-58.3742359,San Martín,975,,,,,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,filo,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5218627022,amenity,bar,La Cava Jufre,-34.5970519,-58.4308086,,,,,,,,,VILLA CRESPO,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,la cava jufre,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5228448461,amenity,cafe,Café Urbano,-34.5744433,-58.4733266,Donado,1901,,,http://www.cafeurbano.com.ar/,,Tu-Su 08:30-20:30,,VILLA URQUIZA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,cafe urbano,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5238947022,amenity,restaurant,Pizzería El Rancho,-34.6489057,-58.5141299,,,,,,,,,LINIERS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,pizzeria el rancho,1,False,Folklore y cultura local argentina,,Sin motivo claro / nombre genérico
node,5241195507,amenity,cafe,Café Martínez,-34.555499,-58.4506785,Olazábal,1601,Café Martínez,,https://www.cafemartinez.com/,coffee_shop,Mo-Su 09:00-21:00,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,cafe martinez,81,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5267770431,amenity,restaurant,Pizza vegana,-34.5947401,-58.3960366,Ayacucho,1188,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,pizza vegana,3,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5267770432,amenity,restaurant,Los Sabios Restaurante Vegetariano,-34.603416,-58.4174913,Avenida Corrientes,3733,,,,,"Mo-Fr 11:30-15:00, 19:30-23:30; Sa 12:00-15:00, 19:30-23:30",,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,los sabios restaurante vegetariano,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5267770433,amenity,restaurant,Pizza vegana,-34.6308583,-58.4456912,Puan,662,,,,,,,PARQUE CHACABUCO,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,19583.0,7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2,pizza vegana,3,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5267770434,amenity,restaurant,Curcuma,-34.6054393,-58.4168634,Sarmiento,3685,,,,,,,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,curcuma,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5267801325,amenity,restaurant,Sattva,-34.6033696,-58.3894539,Montevideo,446,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,sattva,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5267805424,amenity,restaurant,Pizza vegana,-34.6163459,-58.3783861,Chile,882,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,pizza vegana,3,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5269980462,amenity,cafe,Fulgor Café,-34.5733672,-58.4191882,Avenida Del Libertador,3598,,,,coffee_shop,Mo-Su 08:00-20:00,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,fulgor cafe,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5269980468,amenity,cafe,Cotterie,-34.5503218,-58.4642091,Manuela Pedraza,2196,,,http://www.leble.com.ar/,,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,cotterie,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5285249671,amenity,bar,Titanio,-34.559815,-58.4575673,Olazábal,2340,,,,,Mo-Sa 09:00-05:00,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,titanio,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5301940278,amenity,restaurant,El club de la milanesa,-34.5878995,-58.4271718,,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,el club de la milanesa,5,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5310916221,amenity,restaurant,Nicky Harrison,-34.5896945,-58.4255931,Malabia,1764,,,,sushi,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,nicky harrison,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5313000099,amenity,restaurant,Melina,-34.6676587,-58.4734887,Avenida Castañares,4914,,,http://www.melinapizzas.com.ar,regional;pizza,,,VILLA LUGANO,8.0,401724.0,37.9,46.1,55.0,49.5,"10,0a","8,5a","11,8a",12.3,23.6,41.0,"230,623",22.5,10250.0,7.5,10.9,93.5,31.8,28.9,60.3,10.8,73.9,1.3,7.2,9.2,6.3,2.9,27.6,42.6,29.8,3.5,13.2,49.0,86.4,13.6,melina,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5313058854,amenity,restaurant,Di Freda,-34.6681747,-58.4735597,Albariño,3319,,,,regional;pizza,Mo 18:00-23:45,Miercoles Cerrado.,VILLA LUGANO,8.0,401724.0,37.9,46.1,55.0,49.5,"10,0a","8,5a","11,8a",12.3,23.6,41.0,"230,623",22.5,10250.0,7.5,10.9,93.5,31.8,28.9,60.3,10.8,73.9,1.3,7.2,9.2,6.3,2.9,27.6,42.6,29.8,3.5,13.2,49.0,86.4,13.6,di freda,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5358152926,amenity,cafe,Bonafide,-34.5994809,-58.381116,,,Bonafide,,,coffee_shop,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,bonafide,40,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5364634523,amenity,cafe,Tienda de Cafe,-34.6068937,-58.4457573,Avenida Doctor Honorio Pueyrredón,1121,,,https://www.tiendadecafe.com.ar/,coffee_shop,Mo-Su 09:00-21:00,,VILLA CRESPO,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,tienda de cafe,23,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5379866164,amenity,restaurant,Fabric,-34.5550117,-58.452223,,,,,,sushi,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,fabric,5,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5381421012,amenity,cafe,Café BA,-34.5681947,-58.4384009,Gorostiaga,1908,,,,,Tu-Su 12:00-20:00,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,cafe ba,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5387118022,amenity,theatre,Sala CRASH,-34.5897985,-58.4354478,Uriarte,1271,,,https://improcrash.com/,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,sala crash,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5387131921,amenity,cafe,Duca,-34.5871206,-58.4295328,Thames,1750,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,duca,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5397284594,amenity,restaurant,Salgado,-34.5812819,-58.4087166,,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,salgado,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5402312928,amenity,restaurant,La Dorita,-34.5821676,-58.4065916,,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,la dorita,4,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5403368822,amenity,restaurant,El Preferido de Palermo,-34.5854427,-58.4253881,Jorge Luis Borges,2108,,,,argentinian,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,el preferido de palermo,1,False,Sin motivo claro / nombre genérico,Nostalgia rioplatense,Sin motivo claro / nombre genérico
node,5417599021,amenity,bar,Galpon Plaza,-34.5854384,-58.4688681,Plaza,721,,,,,Su-Th 18:00-12:00; Fr-Sa 18:00-02:00,,VILLA ORTUZAR,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,galpon plaza,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,5417632609,amenity,cafe,Tostado,-34.5992402,-58.3882809,,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,tostado,13,True,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
