name,regex_label
Theodor,Sin motivo claro / nombre genérico
They Bronx,Sin motivo claro / nombre genérico
Thiago,Sin motivo claro / nombre genérico
Thomas,Sin motivo claro / nombre genérico
Tiberio,Sin motivo claro / nombre genérico
Tibidabo,Sin motivo claro / nombre genérico
Tiempo,Sin motivo claro / nombre genérico
Tiempo Extra,Sin motivo claro / nombre genérico
Tiempos Modernos,Sin motivo claro / nombre genérico
Tiempos Tiambre,Sin motivo claro / nombre genérico
Tiempos de Café,Sin motivo claro / nombre genérico
Tiempos de Reencuentro,Sin motivo claro / nombre genérico
Tienda,Sin motivo claro / nombre genérico
Tienda De Café,Sin motivo claro / nombre genérico
Tienda de Cafe,Sin motivo claro / nombre genérico
Tienda de Cafe,Sin motivo claro / nombre genérico
Tienda de Cafe,Sin motivo claro / nombre genérico
Tienda de Cafe,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Café,Sin motivo claro / nombre genérico
Tienda de Delicias,Sin motivo claro / nombre genérico
Tienda de café,Sin motivo claro / nombre genérico
Tienda de café,Sin motivo claro / nombre genérico
Tienda de delicias,Sin motivo claro / nombre genérico
Tienda nova,Sin motivo claro / nombre genérico
Tierra de Héroes,Sin motivo claro / nombre genérico
Tierra de Indios,Sin motivo claro / nombre genérico
Tierra de Libros,Sin motivo claro / nombre genérico
Tilo,Sin motivo claro / nombre genérico
Tilo,Sin motivo claro / nombre genérico
Tilo,Sin motivo claro / nombre genérico
Tino,Sin motivo claro / nombre genérico
Tintico,Sin motivo claro / nombre genérico
Tinto,Sin motivo claro / nombre genérico
Tipo Siete,Sin motivo claro / nombre genérico
Tirrenia,Sin motivo claro / nombre genérico
Titanio,Sin motivo claro / nombre genérico
To Go,Sin motivo claro / nombre genérico
Tobas Café,Sin motivo claro / nombre genérico
Tobias,Sin motivo claro / nombre genérico
Todo Brasas,Sin motivo claro / nombre genérico
Todo Kiosco,Sin motivo claro / nombre genérico
Todo Mundo,Sin motivo claro / nombre genérico
Todo Pasta,Sin motivo claro / nombre genérico
Todo Rico,Sin motivo claro / nombre genérico
Todo Tartas,Sin motivo claro / nombre genérico
Todo Tartas,Sin motivo claro / nombre genérico
Toki,Sin motivo claro / nombre genérico
Toledo,Sin motivo claro / nombre genérico
Toledo,Sin motivo claro / nombre genérico
Toledo,Sin motivo claro / nombre genérico
Toller kaffeë,Sin motivo claro / nombre genérico
Tolón,Sin motivo claro / nombre genérico
Tomasso,Sin motivo claro / nombre genérico
Tomate,Sin motivo claro / nombre genérico
Tomate,Sin motivo claro / nombre genérico
Tomatitos,Sin motivo claro / nombre genérico
Tomato,Sin motivo claro / nombre genérico
Tomato Libros,Sin motivo claro / nombre genérico
Tonico,Sin motivo claro / nombre genérico
Torcuato & Regina,Sin motivo claro / nombre genérico
Torcuato & Regina,Sin motivo claro / nombre genérico
Tori Tori,Sin motivo claro / nombre genérico
Torija,Sin motivo claro / nombre genérico
Torre Paris,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado,Sin motivo claro / nombre genérico
Tostado Cafe Club,Sin motivo claro / nombre genérico
Tostado Cafe Club,Sin motivo claro / nombre genérico
Tostado Cafe Club,Sin motivo claro / nombre genérico
Totem,Sin motivo claro / nombre genérico
Toust,Sin motivo claro / nombre genérico
Tower,Sin motivo claro / nombre genérico
Trade Sky Bar,Sin motivo claro / nombre genérico
Traiano,Sin motivo claro / nombre genérico
Traiano,Sin motivo claro / nombre genérico
Traiano,Sin motivo claro / nombre genérico
Trama,Sin motivo claro / nombre genérico
Trapabar,Sin motivo claro / nombre genérico
Trappola,Sin motivo claro / nombre genérico
Tres,Sin motivo claro / nombre genérico
Tres Esquinas,Sin motivo claro / nombre genérico
Tres Quarts,Sin motivo claro / nombre genérico
Trianon,Sin motivo claro / nombre genérico
Tribu,Sin motivo claro / nombre genérico
Tribuna Oficial,Sin motivo claro / nombre genérico
Trigal,Sin motivo claro / nombre genérico
Trigopan,Sin motivo claro / nombre genérico
Trionfale,Sin motivo claro / nombre genérico
Trippin,Sin motivo claro / nombre genérico
Triskel,Sin motivo claro / nombre genérico
Trixie,Sin motivo claro / nombre genérico
Trocca,Sin motivo claro / nombre genérico
Troche,Sin motivo claro / nombre genérico
Trois,Sin motivo claro / nombre genérico
Tropical,Sin motivo claro / nombre genérico
Truffa,Sin motivo claro / nombre genérico
Trybe,Sin motivo claro / nombre genérico
Tucson,Sin motivo claro / nombre genérico
Tucson,Sin motivo claro / nombre genérico
Tulio,Sin motivo claro / nombre genérico
Tullo Pane,Sin motivo claro / nombre genérico
Tutto Pane,Sin motivo claro / nombre genérico
Tutto Pane,Sin motivo claro / nombre genérico
Tutto Panne,Sin motivo claro / nombre genérico
Tyta,Sin motivo claro / nombre genérico
Tícaro,Sin motivo claro / nombre genérico
Tótem,Sin motivo claro / nombre genérico
UCO,Sin motivo claro / nombre genérico
UOCRA Cultura,Sin motivo claro / nombre genérico
Ukelele,Sin motivo claro / nombre genérico
Ultramarinos,Sin motivo claro / nombre genérico
Ulúa,Sin motivo claro / nombre genérico
Umai Gourmet,Sin motivo claro / nombre genérico
Un Dulce Permiso,Sin motivo claro / nombre genérico
Una Pausa,Sin motivo claro / nombre genérico
Undici,Sin motivo claro / nombre genérico
Uniclub,Sin motivo claro / nombre genérico
Unico,Sin motivo claro / nombre genérico
Unplug Bar,Sin motivo claro / nombre genérico
Untertürkheim,Sin motivo claro / nombre genérico
Upa,Sin motivo claro / nombre genérico
Urbano,Sin motivo claro / nombre genérico
Urbano,Sin motivo claro / nombre genérico
Urbano Bravo,Sin motivo claro / nombre genérico
Urbe Bar,Sin motivo claro / nombre genérico
Urondo,Sin motivo claro / nombre genérico
Usina,Sin motivo claro / nombre genérico
Usina Cafetera,Sin motivo claro / nombre genérico
Usina Cafetera,Sin motivo claro / nombre genérico
Utilería,Sin motivo claro / nombre genérico
Utilería,Sin motivo claro / nombre genérico
Utopia,Sin motivo claro / nombre genérico
V&R Editoras S.A.,Sin motivo claro / nombre genérico
VALHALLA Bar Vikingo,Sin motivo claro / nombre genérico
Vacalin,Sin motivo claro / nombre genérico
Vacalin,Sin motivo claro / nombre genérico
Vacalin,Sin motivo claro / nombre genérico
Vademecum Café,Sin motivo claro / nombre genérico
Vaffanculo,Sin motivo claro / nombre genérico
Vagabondo,Sin motivo claro / nombre genérico
Vai Avanti,Sin motivo claro / nombre genérico
Valence,Sin motivo claro / nombre genérico
Valenti,Sin motivo claro / nombre genérico
Valenti,Sin motivo claro / nombre genérico
Valentino,Sin motivo claro / nombre genérico
Valentino,Sin motivo claro / nombre genérico
Valentino Bar,Sin motivo claro / nombre genérico
Valerio,Sin motivo claro / nombre genérico
Valk Taproom,Sin motivo claro / nombre genérico
Vallina,Sin motivo claro / nombre genérico
Van Wivh,Sin motivo claro / nombre genérico
Vanshelato,Sin motivo claro / nombre genérico
Varela Varelita,Sin motivo claro / nombre genérico
Vargas,Sin motivo claro / nombre genérico
Varsovia,Sin motivo claro / nombre genérico
Vedra,Sin motivo claro / nombre genérico
Veganius,Sin motivo claro / nombre genérico
Vegetariana,Sin motivo claro / nombre genérico
Veikko,Sin motivo claro / nombre genérico
Veintidós,Sin motivo claro / nombre genérico
Venancio,Sin motivo claro / nombre genérico
Venezolano,Sin motivo claro / nombre genérico
Ventas IGN,Sin motivo claro / nombre genérico
Vera,Sin motivo claro / nombre genérico
Vereda Adentro,Sin motivo claro / nombre genérico
Verico,Sin motivo claro / nombre genérico
Verm y Cheli,Sin motivo claro / nombre genérico
Verne club,Sin motivo claro / nombre genérico
Versalles,Sin motivo claro / nombre genérico
Via 71,Sin motivo claro / nombre genérico
Via Dante,Sin motivo claro / nombre genérico
Via Dolce,Sin motivo claro / nombre genérico
Via Galvan,Sin motivo claro / nombre genérico
Viavenito,Sin motivo claro / nombre genérico
Vicente,Sin motivo claro / nombre genérico
Vickin,Sin motivo claro / nombre genérico
Vico wine bar,Sin motivo claro / nombre genérico
Victoria Urquiza,Sin motivo claro / nombre genérico
Victorica,Sin motivo claro / nombre genérico
Victorioso Pan,Sin motivo claro / nombre genérico
Viejo Agump,Sin motivo claro / nombre genérico
Viejo Alsina,Sin motivo claro / nombre genérico
Viejo Gómez,Sin motivo claro / nombre genérico
Viejo Mundo,Sin motivo claro / nombre genérico
Vieytes & Vieytes,Sin motivo claro / nombre genérico
Viglio,Sin motivo claro / nombre genérico
Villalobos,Sin motivo claro / nombre genérico
Vina,Sin motivo claro / nombre genérico
Vino Tinto,Sin motivo claro / nombre genérico
Violet,Sin motivo claro / nombre genérico
Virgilio,Sin motivo claro / nombre genérico
Vitolo,Sin motivo claro / nombre genérico
Vitto,Sin motivo claro / nombre genérico
Vitto,Sin motivo claro / nombre genérico
Viva Lugano,Sin motivo claro / nombre genérico
Vive Verde,Sin motivo claro / nombre genérico
Volta,Sin motivo claro / nombre genérico
Volviste Clara,Sin motivo claro / nombre genérico
Vrindavan,Sin motivo claro / nombre genérico
VyR Depósito,Sin motivo claro / nombre genérico
Vía Dolce,Sin motivo claro / nombre genérico
Welcome,Sin motivo claro / nombre genérico
Western,Sin motivo claro / nombre genérico
Whoopies,Sin motivo claro / nombre genérico
Whoopies,Sin motivo claro / nombre genérico
Whoopies,Sin motivo claro / nombre genérico
Whoopies,Sin motivo claro / nombre genérico
Whoppies,Sin motivo claro / nombre genérico
Wine Bar Palermo,Sin motivo claro / nombre genérico
Winer,Sin motivo claro / nombre genérico
Winna,Sin motivo claro / nombre genérico
Woke,Sin motivo claro / nombre genérico
Woopies,Sin motivo claro / nombre genérico
Wunderbar,Sin motivo claro / nombre genérico
Xalapa,Sin motivo claro / nombre genérico
Y que sabor!,Sin motivo claro / nombre genérico
YOLO Bar,Sin motivo claro / nombre genérico
Ya Cabron,Sin motivo claro / nombre genérico
Ya-Mi Food,Sin motivo claro / nombre genérico
Yapan,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny,Sin motivo claro / nombre genérico
Yenny café/libros,Sin motivo claro / nombre genérico
York,Sin motivo claro / nombre genérico
You Club,Sin motivo claro / nombre genérico
Yuki,Sin motivo claro / nombre genérico
Yuzu,Sin motivo claro / nombre genérico
Z • T,Sin motivo claro / nombre genérico
Zairis,Sin motivo claro / nombre genérico
Zajo,Sin motivo claro / nombre genérico
Zama Libros,Sin motivo claro / nombre genérico
Zas!,Sin motivo claro / nombre genérico
Zavalia,Sin motivo claro / nombre genérico
Zegre,Sin motivo claro / nombre genérico
Zensató,Sin motivo claro / nombre genérico
Zman,Sin motivo claro / nombre genérico
Zodiaco,Sin motivo claro / nombre genérico
Zoe,Sin motivo claro / nombre genérico
Zoom,Sin motivo claro / nombre genérico
Zoom Resto-Bar,Sin motivo claro / nombre genérico
Zulu Bar,Sin motivo claro / nombre genérico
bule-bar,Sin motivo claro / nombre genérico
centro basque,Sin motivo claro / nombre genérico
debar,Sin motivo claro / nombre genérico
el Nacional,Sin motivo claro / nombre genérico
i Fresh,Sin motivo claro / nombre genérico
i Latina,Sin motivo claro / nombre genérico
imaginario Cultural,Sin motivo claro / nombre genérico
karaoke,Sin motivo claro / nombre genérico
la Aguada,Sin motivo claro / nombre genérico
la casona del nono,Sin motivo claro / nombre genérico
malin head,Sin motivo claro / nombre genérico
pizzeria,Sin motivo claro / nombre genérico
pret a porter,Sin motivo claro / nombre genérico
primavera Trujillana,Sin motivo claro / nombre genérico
puerto cristal,Sin motivo claro / nombre genérico
tealosophy,Sin motivo claro / nombre genérico
urban,Sin motivo claro / nombre genérico
victor Audio Bar,Sin motivo claro / nombre genérico
vive cafe,Sin motivo claro / nombre genérico
whoopies,Sin motivo claro / nombre genérico
Álvarez,Sin motivo claro / nombre genérico
Ñato,Sin motivo claro / nombre genérico
Öss,Sin motivo claro / nombre genérico
